"wand_identifier","session_id","activity_session_id","activity_id","seconds"
MW-23SF-Y31R-F792,"29","5",ALZ_Story_Activity,2
MW-23SF-4LY6-AGJG,"27","3",ALZ_Story_Activity,52
MW-23SF-JPWY-UM5L,"24","3",ALZ_Story_Activity,18
MW-23SF-JPWY-UM5L,"24","4",ALZ_P0001,57
MW-23SF-JPWY-UM5L,"24","5",ALZ_Story_Activity,29
MW-23SF-JPWY-UM5L,"24","6",ALZ_P0203,74
MW-23SF-JPWY-UM5L,"24","7",ALZ_Story_Activity,25
MW-23SF-JPWY-UM5L,"24","8",ALZ_P0405,56
MW-23SF-JPWY-UM5L,"24","9",ALZ_Story_Activity,20
MW-23SF-JPWY-UM5L,"24","10",ALZ_P0607,109
MW-23SF-JPWY-UM5L,"24","11",ALZ_Story_Activity,34
MW-23SF-JPWY-UM5L,"24","15",ALZ_Story_Activity,26
MW-23SF-JPWY-UM5L,"24","16",ALZ_P3031,36
MW-23SF-JPWY-UM5L,"24","17",ALZ_Story_Activity,17
MW-23SF-JPWY-UM5L,"24","18",ALZ_P1011,86
MW-23SF-5874-UKXN,"18","3",ALZ_Story_Activity,319
MW-23SF-5874-UKXN,"18","4",ALZ_P1415,14
MW-23SF-5874-UKXN,"18","5",ALZ_Story_Activity,325
MW-23SF-5874-UKXN,"18","6",ALZ_P3031,21
MW-23SF-5874-UKXN,"18","7",ALZ_Story_Activity,20
MW-23SF-QMNG-U8QZ,"25","3",ALZ_Story_Activity,43
MW-23SF-QMNG-U8QZ,"25","4",ALZ_P0001,82
MW-23SF-QMNG-U8QZ,"25","5",ALZ_Story_Activity,27
MW-23SF-QMNG-U8QZ,"25","6",ALZ_P3031,14
MW-23SF-QMNG-U8QZ,"25","7",ALZ_Story_Activity,70
MW-23SF-LNGW-AKR4,"27","3",ALZ_Story_Activity,37
MW-23SF-Z561-SJNL,"34","3",ALZ_Story_Activity,25
MW-23SF-Z561-SJNL,"34","4",ALZ_P0001,4
MW-23SF-Z561-SJNL,"34","5",ALZ_Story_Activity,49
MW-23SF-Z561-SJNL,"34","6",ALZ_P0405,72
MW-23SF-Z561-SJNL,"34","7",ALZ_Story_Activity,27
MW-23SF-Z561-SJNL,"34","8",ALZ_P0607,75
MW-23SF-Z561-SJNL,"34","9",ALZ_Story_Activity,88
MW-23SF-Z561-SJNL,"34","10",ALZ_P1213,45
MW-23SF-Z561-SJNL,"34","11",ALZ_Story_Activity,73
MW-23SF-Z561-SJNL,"34","12",ALZ_P1617,114
MW-23SF-Z561-SJNL,"34","13",ALZ_Story_Activity,202
MW-23SF-Z561-SJNL,"34","14",ALZ_P3031,132
MW-23SF-Z561-SJNL,"34","15",ALZ_Story_Activity,38
MW-23SF-6N99-C81M,"34","3",ALZ_Story_Activity,62
MW-23SF-6N99-C81M,"34","4",ALZ_P1011,14
MW-23SF-6N99-C81M,"34","5",ALZ_Story_Activity,397
MW-23SF-9N8L-T8MR,"22","3",ALZ_Story_Activity,117
MW-23SF-Y31Z-HLXY,"21","3",ALZ_Story_Activity,36
MW-23SF-Y31Z-HLXY,"21","4",ALZ_P0001,103
MW-23SF-9N8L-T8MR,"22","4",ALZ_P2829,19
MW-23SF-9N8L-T8MR,"22","5",ALZ_Story_Activity,67
MW-23SF-Y31Z-HLXY,"21","5",ALZ_Story_Activity,36
MW-23SF-LNGW-AKR4,"28","3",ALZ_Story_Activity,35
MW-23SF-Y31Z-HLXY,"21","6",ALZ_P0203,55
MW-23SF-9N8L-T8MR,"22","6",ALZ_P3031,21
MW-23SF-LNGW-AKR4,"28","4",ALZ_P0000,78
MW-23SF-9N8L-T8MR,"22","7",ALZ_Story_Activity,139
MW-23SF-Y31Z-HLXY,"21","7",ALZ_Story_Activity,57
MW-23SF-GGVV-IM3J,"34","23",ALZ_Story_Activity,23
MW-23SF-LNGW-AKR4,"28","5",ALZ_Story_Activity,3
MW-23SF-Y31Z-HLXY,"21","8",ALZ_P0203,5
MW-23SF-Y31Z-HLXY,"21","9",ALZ_Story_Activity,32
MW-23SF-Y31Z-HLXY,"21","10",ALZ_P0405,26
MW-23SF-LNGW-AKR4,"29","3",ALZ_Story_Activity,63
MW-23SF-Y31Z-HLXY,"21","11",ALZ_Story_Activity,28
MW-23SF-9N8L-T8MR,"22","8",ALZ_P0809,32
MW-23SF-Y31Z-HLXY,"21","12",ALZ_P0607,92
MW-23SF-9N8L-T8MR,"22","9",ALZ_Story_Activity,49
MW-23SF-LNGW-AKR4,"29","4",ALZ_P0203,61
MW-23SF-9N8L-T8MR,"22","10",ALZ_P1213,34
MW-23SF-9N8L-T8MR,"22","11",ALZ_Story_Activity,61
MW-23SF-Y31Z-HLXY,"21","13",ALZ_Story_Activity,102
MW-23SF-LNGW-AKR4,"29","5",ALZ_Story_Activity,36
MW-23SF-Y31Z-HLXY,"21","14",ALZ_P1011,222
MW-23SF-LNGW-AKR4,"30","3",ALZ_Story_Activity,33
MW-23SF-LNGW-AKR4,"30","4",ALZ_P0000,16
MW-23SF-R7P5-TYKQ,"19","3",ALZ_Story_Activity,62
MW-23SF-R7P5-TYKQ,"19","4",ALZ_P0001,88
MW-23SF-Y31Z-HLXY,"21","15",ALZ_Story_Activity,34
MW-23SF-R7P5-TYKQ,"19","5",ALZ_Story_Activity,79
MW-23SF-Y31Z-HLXY,"21","16",ALZ_P2425,34
MW-23SF-Y31Z-HLXY,"21","17",ALZ_Story_Activity,36
MW-23SF-LNGW-AKR4,"30","6",ALZ_P1213,2
MW-23SF-R7P5-TYKQ,"19","6",ALZ_P0203,122
MW-23SF-Y31Z-HLXY,"21","18",ALZ_P1213,72
MW-23SF-Y31Z-HLXY,"21","19",ALZ_Story_Activity,43
MW-23SF-R7P5-TYKQ,"19","7",ALZ_Story_Activity,47
MW-23SF-Y31Z-HLXY,"21","20",ALZ_P1415,31
MW-23SF-NJ9W-FNKY,"26","3",ALZ_Story_Activity,349
MW-23SF-Y31Z-HLXY,"21","21",ALZ_Story_Activity,18
MW-23SF-R7P5-TYKQ,"19","8",ALZ_P0405,127
MW-23SF-Y31Z-HLXY,"21","23",ALZ_Story_Activity,168
MW-23SF-9N8L-T8MR,"23","3",ALZ_Story_Activity,49
MW-23SF-R7P5-TYKQ,"19","9",ALZ_Story_Activity,33
MW-23SF-R7P5-TYKQ,"19","10",ALZ_P0607,130
MW-23SF-GGVV-IM3J,"36","3",ALZ_Story_Activity,31
MW-23SF-GGVV-IM3J,"36","4",ALZ_P0001,122
MW-23SF-Y31Z-HLXY,"21","25",ALZ_Story_Activity,130
MW-23SF-R7P5-TYKQ,"19","11",ALZ_Story_Activity,68
MW-23SF-NJ9W-FNKY,"26","4",ALZ_P1617,17
MW-23SF-GGVV-IM3J,"36","5",ALZ_Story_Activity,18
MW-23SF-R7P5-TYKQ,"19","12",ALZ_P0809,162
MW-23SF-NJ9W-FNKY,"26","5",ALZ_Story_Activity,198
MW-23SF-GGVV-IM3J,"36","6",ALZ_P1011,20
MW-23SF-Y31Z-HLXY,"21","26",ALZ_P3031,6
MW-23SF-Y31Z-HLXY,"21","27",ALZ_Story_Activity,46
MW-23SF-GGVV-IM3J,"36","7",ALZ_Story_Activity,0
MW-23SF-Y31Z-HLXY,"21","29",ALZ_Story_Activity,11
MW-23SF-R7P5-TYKQ,"19","13",ALZ_Story_Activity,23
MW-23SF-Y31Z-HLXY,"21","31",ALZ_Story_Activity,33
MW-23SF-R7P5-TYKQ,"19","14",ALZ_P1011,157
MW-23SF-JPWW-H3KQ,"31","3",ALZ_Story_Activity,126
MW-23SF-NJ9W-FNKY,"26","6",ALZ_P3031,58
MW-23SF-Y31Z-HLXY,"21","32",ALZ_P3031,181
MW-23SF-NJ9W-FNKY,"26","7",ALZ_Story_Activity,0
MW-23SF-JPWW-H3KQ,"31","4",ALZ_P3031,34
MW-23SF-R7P5-TYKQ,"19","15",ALZ_Story_Activity,28
MW-23SF-R7P5-TYKQ,"19","16",ALZ_P1213,96
MW-23SF-JPWW-H3KQ,"31","7",ALZ_Story_Activity,95
MW-23SF-Y31Z-HLXY,"21","33",ALZ_Story_Activity,21
MW-23SF-Y31Z-HLXY,"21","34",ALZ_P3031,15
MW-23SF-Y31Z-HLXY,"21","35",ALZ_Story_Activity,21
MW-23SF-Y31Z-HLXY,"21","36",ALZ_P3031,127
MW-23SF-R7P5-TYKQ,"19","17",ALZ_Story_Activity,30
MW-23SF-JPWW-H3KQ,"31","8",ALZ_P0405,7
MW-23SF-R7P5-TYKQ,"19","18",ALZ_P1415,119
MW-23SF-GGVV-IM3J,"40","3",ALZ_Story_Activity,2
MW-23SF-9N8L-T8MR,"24","3",ALZ_Story_Activity,29
MW-23SF-GGVV-IM3J,"41","3",ALZ_Story_Activity,50
MW-23SF-Y31Z-HLXY,"21","37",ALZ_Story_Activity,84
MW-23SF-GGVV-IM3J,"41","4",ALZ_P3031,8
MW-23SF-R7P5-TYKQ,"19","19",ALZ_Story_Activity,9
MW-23SF-GGVV-IM3J,"43","3",ALZ_Story_Activity,6
MW-23SF-M9JJ-TNVW,"24","3",ALZ_Story_Activity,65
MW-23SF-JPWW-H3KQ,"31","10",ALZ_P3031,5
MW-23SF-M9JJ-TNVW,"24","5",ALZ_Story_Activity,129
MW-23SF-JPWW-H3KQ,"32","3",ALZ_Story_Activity,55
MW-23SF-JPWW-H3KQ,"32","4",ALZ_P3031,9
MW-23SF-M9JJ-TNVW,"24","6",ALZ_P0607,24
MW-23SF-JPWW-H3KQ,"32","6",ALZ_P2425,4
MW-23SF-JPWW-H3KQ,"32","7",ALZ_Story_Activity,88
MW-23SF-M9JJ-TNVW,"24","7",ALZ_Story_Activity,25
MW-23SF-M9JJ-TNVW,"24","8",ALZ_P0000,16
MW-23SF-M9JJ-TNVW,"24","9",ALZ_Story_Activity,60
MW-23SF-M9JJ-TNVW,"24","10",ALZ_P0001,26
MW-23SF-M9JJ-TNVW,"24","11",ALZ_Story_Activity,67
MW-23SF-Y31R-F792,"34","3",ALZ_Story_Activity,164
MW-23SF-LNGW-AKR4,"31","3",ALZ_Story_Activity,35
MW-23SF-VW22-CGLL,"22","4",ALZ_P0809,27
MW-23SF-LNGW-AKR4,"31","4",ALZ_P0000,13
MW-23SF-VW22-CGLL,"22","5",ALZ_Story_Activity,60
MW-23SF-LNGW-AKR4,"31","5",ALZ_Story_Activity,55
MW-23SF-JPWW-H3KQ,"33","3",ALZ_Story_Activity,2
MW-23SF-LNGW-AKR4,"31","6",ALZ_P0203,5
MW-23SF-LNGW-AKR4,"31","7",ALZ_Story_Activity,20
MW-23SF-Y31R-F792,"34","4",ALZ_P2425,177
MW-23SF-Y31R-F792,"34","5",ALZ_Story_Activity,8
MW-23SF-Y31R-F792,"35","3",ALZ_Story_Activity,41
MW-23SF-Y31R-F792,"35","4",ALZ_P0001,39
MW-23SF-Y31R-F792,"35","5",ALZ_Story_Activity,29
MW-23SF-Y31R-F792,"35","7",ALZ_Story_Activity,40
MW-23SF-Y31R-F792,"35","8",ALZ_P2425,247
MW-23SF-Y31R-F792,"35","9",ALZ_Story_Activity,19
MW-23SF-WY33-TW17,"24","4",ALZ_P0001,98
MW-23SF-WY33-TW17,"24","5",ALZ_Story_Activity,74
MW-23SF-WY33-TW17,"24","7",ALZ_Story_Activity,518
MW-23SF-JPWP-TM61,"22","3",ALZ_Story_Activity,123
MW-23SF-WY33-TW17,"24","8",ALZ_P3031,139
MW-23SF-JPWP-TM61,"22","4",ALZ_P1011,203
MW-23SF-6N99-C81M,"39","3",ALZ_Story_Activity,55
MW-23SF-6N99-C81M,"39","4",ALZ_P0001,87
MW-23SF-WY33-TW17,"24","9",ALZ_Story_Activity,50
MW-23SF-Y31R-F792,"37","3",ALZ_Story_Activity,142
MW-23SF-6N99-C81M,"39","5",ALZ_Story_Activity,36
MW-23SF-JPWP-TM61,"22","5",ALZ_Story_Activity,21
MW-23SF-JPWP-TM61,"22","6",ALZ_P3031,6
MW-23SF-6N99-C81M,"39","6",ALZ_P3031,29
MW-23SF-6N99-C81M,"39","7",ALZ_Story_Activity,53
MW-23SF-4LYY-H75X,"24","3",ALZ_Story_Activity,18
MW-23SF-Y31R-F792,"37","4",ALZ_P2425,123
MW-23SF-4LYY-H75X,"24","4",ALZ_P3031,32
MW-23SF-6N99-C81M,"39","8",ALZ_P0607,31
MW-23SF-NJ9Z-A7VN,"26","3",ALZ_Story_Activity,34
MW-23SF-4LYY-H75X,"24","5",ALZ_Story_Activity,18
MW-23SF-6N99-C81M,"39","9",ALZ_Story_Activity,28
MW-23SF-6N99-C81M,"39","10",ALZ_P3031,14
MW-23SF-6N99-C81M,"39","11",ALZ_Story_Activity,159
MW-23SF-Y31R-F792,"37","5",ALZ_Story_Activity,28
MW-23SF-JPWR-AZ9Q,"30","3",ALZ_Story_Activity,42
MW-23SF-P7MM-CMZ1,"24","3",ALZ_Story_Activity,46
MW-23SF-Y31R-F792,"37","6",ALZ_P2425,261
MW-23SF-XW5Z-T23N,"20","3",ALZ_Story_Activity,434
MW-23SF-JPWR-AZ9Q,"30","4",ALZ_P0001,37
MW-23SF-P7MM-CMZ1,"24","4",ALZ_P0001,31
MW-23SF-JPWR-AZ9Q,"30","5",ALZ_Story_Activity,66
MW-23SF-P7MM-CMZ1,"24","5",ALZ_Story_Activity,47
MW-23SF-P7MM-CMZ1,"24","6",ALZ_P0203,3
MW-23SF-P7MM-CMZ1,"24","7",ALZ_Story_Activity,75
MW-23SF-JPWR-AZ9Q,"30","6",ALZ_P1819,67
MW-23SF-2J44-HJ79,"22","3",ALZ_Story_Activity,40
MW-23SF-JPWR-AZ9Q,"30","7",ALZ_Story_Activity,20
MW-23SF-P7MM-CMZ1,"24","8",ALZ_P3031,162
MW-23SF-9N88-CR7V,"24","5",ALZ_Story_Activity,36
MW-23SF-JPWR-AZ9Q,"30","8",ALZ_P2021,51
MW-23SF-2J44-HJ79,"22","4",ALZ_P0001,70
MW-23SF-9N88-CR7V,"24","6",ALZ_P0001,24
MW-23SF-Y31R-F792,"37","7",ALZ_Story_Activity,0
MW-23SF-9N88-CR7V,"24","7",ALZ_Story_Activity,57
MW-23SF-JPWR-AZ9Q,"30","9",ALZ_Story_Activity,18
MW-23SF-2J44-HJ79,"22","5",ALZ_Story_Activity,45
MW-23SF-9N88-CR7V,"24","8",ALZ_P0405,45
MW-23SF-2J44-HJ79,"22","6",ALZ_P0203,120
MW-23SF-P7MM-CMZ1,"24","9",ALZ_Story_Activity,8
MW-23SF-9N88-CR7V,"24","9",ALZ_Story_Activity,60
MW-23SF-XW5Z-T23N,"20","4",ALZ_P3031,138
MW-23SF-2J44-HJ79,"22","7",ALZ_Story_Activity,187
MW-23SF-1GY6-A4M6,"28","3",ALZ_Story_Activity,39
MW-23SF-M9JP-F2ZG,"37","3",ALZ_Story_Activity,127
MW-23SF-XW5Z-T23N,"20","5",ALZ_Story_Activity,104
MW-23SF-2J44-HJ79,"22","8",ALZ_P1011,50
MW-23SF-XW5Z-T23N,"20","6",ALZ_P0405,24
MW-23SF-2J44-HJ79,"22","9",ALZ_Story_Activity,74
MW-23SF-XW5Z-T23N,"20","7",ALZ_Story_Activity,240
MW-23SF-NJ9Z-A7VN,"27","3",ALZ_Story_Activity,11
MW-23SF-2J41-AZXY,"32","3",ALZ_Story_Activity,43
MW-23SF-2J44-HJ79,"22","10",ALZ_P1415,24
MW-23SF-NJ9Z-A7VN,"27","5",ALZ_Story_Activity,41
MW-23SF-2J44-HJ79,"22","11",ALZ_Story_Activity,236
MW-23SF-2J41-AZXY,"32","4",ALZ_P3031,32
MW-23SF-2J41-AZXY,"32","5",ALZ_Story_Activity,12
MW-23SF-XW5Z-T23N,"20","8",ALZ_P1415,27
MW-23SF-XW5Z-T23N,"20","9",ALZ_Story_Activity,18
MW-23SF-XW5Z-T23N,"20","10",ALZ_P1415,3
MW-23SF-XW5Z-T23N,"20","11",ALZ_Story_Activity,62
MW-23SF-2J44-HJ79,"22","12",ALZ_P3031,128
MW-23SF-XW5Z-T23N,"20","12",ALZ_P2627,3
MW-23SF-XW5Z-T23N,"20","13",ALZ_Story_Activity,108
MW-23SF-7YWJ-HJW2,"25","3",ALZ_Story_Activity,37
MW-23SF-7YWJ-HJW2,"25","4",ALZ_P0001,126
MW-23SF-2J44-HJ79,"22","13",ALZ_Story_Activity,30
MW-23SF-XW5Z-T23N,"20","14",ALZ_P3031,139
MW-23SF-JPWR-AZ9Q,"30","21",ALZ_Story_Activity,25
MW-23SF-7YWJ-HJW2,"25","6",ALZ_P0203,84
MW-23SF-JPWR-AZ9Q,"30","22",ALZ_P3031,12
MW-23SF-XW5Z-T23N,"20","15",ALZ_Story_Activity,4
MW-23SF-JPWR-AZ9Q,"30","23",ALZ_Story_Activity,20
MW-23SF-JPWR-AZ9Q,"30","24",ALZ_P0001,40
MW-23SF-JPWR-AZ9Q,"30","25",ALZ_Story_Activity,1
MW-23SF-7YWJ-HJW2,"25","8",ALZ_P0809,72
MW-23SF-2J41-AZXY,"33","3",ALZ_Story_Activity,473
MW-23SF-Y31R-F792,"38","3",ALZ_Story_Activity,442
MW-23SF-2J41-AZXY,"33","4",ALZ_P3031,42
MW-23SF-Y31R-F792,"38","4",ALZ_P3031,110
MW-23SF-2J41-AZXY,"33","5",ALZ_Story_Activity,10
MW-23SF-Y31R-F792,"38","5",ALZ_Story_Activity,29
MW-23SF-Y31R-F792,"38","6",ALZ_P2425,86
MW-23SF-JPWR-AZ9Q,"32","5",ALZ_Story_Activity,34
MW-23SF-Y31R-F792,"38","7",ALZ_Story_Activity,0
MW-23SF-JPWR-AZ9Q,"32","6",ALZ_P3031,5
MW-23SF-JPWR-AZ9Q,"32","7",ALZ_Story_Activity,22
MW-23SF-P7MY-T1VV,"26","9",ALZ_Story_Activity,37
MW-23SF-387R-AL14,"19","3",ALZ_Story_Activity,108
MW-23SF-387R-AL14,"20","3",ALZ_Story_Activity,35
MW-23SF-387R-AL14,"22","3",ALZ_Story_Activity,38
MW-23SF-387R-AL14,"23","3",ALZ_Story_Activity,26
MW-23SF-387R-AL14,"24","3",ALZ_Story_Activity,30
MW-23SF-R7PQ-IWWJ,"33","3",ALZ_Story_Activity,120
MW-23SF-R7PQ-IWWJ,"33","4",ALZ_P0203,140
MW-23SF-4LYV-FZ6L,"65","3",ALZ_Story_Activity,30
MW-23SF-4LYV-FZ6L,"65","4",ALZ_P2627,80
MW-23SF-R7PQ-IWWJ,"33","5",ALZ_Story_Activity,116
MW-23SF-4LYV-FZ6L,"65","5",ALZ_Story_Activity,1
MW-23SF-4LYV-FZ6L,"66","3",ALZ_Story_Activity,52
MW-23SF-R7PQ-IWWJ,"33","6",ALZ_P0607,70
MW-23SF-4LYV-FZ6L,"66","4",ALZ_P3031,138
MW-23SF-R7PQ-IWWJ,"33","7",ALZ_Story_Activity,52
MW-23SF-R7PQ-IWWJ,"33","8",ALZ_P0809,79
MW-23SF-4LYV-FZ6L,"66","5",ALZ_Story_Activity,423
MW-23SF-R7PQ-IWWJ,"33","9",ALZ_Story_Activity,147
MW-23SF-1GY6-A4M6,"29","5",ALZ_Story_Activity,373
MW-23SF-R7PQ-IWWJ,"33","10",ALZ_P1415,105
MW-23SF-R7P5-TYKQ,"21","3",ALZ_Story_Activity,32
MW-23SF-R7P5-TYKQ,"21","4",ALZ_P0001,48
MW-23SF-R7PQ-IWWJ,"33","11",ALZ_Story_Activity,28
MW-23SF-R7P5-TYKQ,"21","6",ALZ_P0809,6
MW-23SF-R7PQ-IWWJ,"33","13",ALZ_Story_Activity,72
MW-23SF-4LYV-FZ6L,"66","6",ALZ_P0001,3
MW-23SF-4LYV-FZ6L,"66","7",ALZ_Story_Activity,18
MW-23SF-4LYV-FZ6L,"66","8",ALZ_P3031,54
MW-23SF-1GY6-A4M6,"29","6",ALZ_P3031,5
MW-23SF-4LYV-FZ6L,"66","9",ALZ_Story_Activity,74
MW-23SF-4LYV-FZ6L,"66","10",ALZ_P3031,123
MW-23SF-4LYV-FZ6L,"66","11",ALZ_Story_Activity,1
MW-23SF-WY3Y-C298,"31","3",ALZ_Story_Activity,77
MW-23SF-WY3Y-C298,"31","4",ALZ_P0001,67
MW-23SF-WY3Y-C298,"31","5",ALZ_Story_Activity,38
MW-23SF-WY3Y-C298,"31","6",ALZ_P0001,145
MW-23SF-R7P5-TYKQ,"23","3",ALZ_Story_Activity,29
MW-23SF-R7P5-TYKQ,"23","4",ALZ_P0001,88
MW-23SF-WY3Y-C298,"31","7",ALZ_Story_Activity,10
MW-23SF-R7P5-TYKQ,"23","6",ALZ_P0203,108
MW-23SF-R7P5-TYKQ,"23","8",ALZ_P0405,128
MW-23SF-WY3Y-C298,"31","9",ALZ_Story_Activity,112
MW-23SF-R7P5-TYKQ,"23","10",ALZ_P0607,81
MW-23SF-R7P5-TYKQ,"23","12",ALZ_P0809,76
MW-23SF-4LY6-AGJG,"29","3",ALZ_Story_Activity,356
MW-23SF-R7P5-TYKQ,"23","14",ALZ_P1011,122
MW-23SF-R7P5-TYKQ,"23","15",ALZ_Story_Activity,49
MW-23SF-R7P5-TYKQ,"23","16",ALZ_P1213,73
MW-23SF-R7P5-TYKQ,"23","18",ALZ_P1415,78
MW-23SF-4LY6-AGJG,"29","4",ALZ_P3031,14
MW-23SF-4LY6-AGJG,"29","5",ALZ_Story_Activity,97
MW-23SF-K6V8-I1Z3,"43","3",ALZ_Story_Activity,59
MW-23SF-R7P5-TYKQ,"23","20",ALZ_P1617,85
MW-23SF-K6V8-I1Z3,"44","3",ALZ_Story_Activity,167
MW-23SF-R7P5-TYKQ,"23","21",ALZ_Story_Activity,37
MW-23SF-R7PJ-A8XR,"50","3",ALZ_Story_Activity,265
MW-23SF-R7P5-TYKQ,"23","22",ALZ_P1819,96
MW-23SF-R7P5-TYKQ,"23","24",ALZ_P2021,107
MW-23SF-R7PJ-A8XR,"50","4",ALZ_P1415,5
MW-23SF-R7PJ-A8XR,"50","5",ALZ_Story_Activity,0
MW-23SF-JPWY-UM5L,"36","3",ALZ_Story_Activity,18
MW-23SF-JPWY-UM5L,"36","4",ALZ_P0001,99
MW-23SF-R7P5-TYKQ,"23","26",ALZ_P2223,111
MW-23SF-JPWY-UM5L,"36","5",ALZ_Story_Activity,34
MW-23SF-JPWW-H3KQ,"42","9",ALZ_Story_Activity,42
MW-23SF-JPWY-UM5L,"36","6",ALZ_P1819,44
MW-23SF-JPWW-H3KQ,"42","10",ALZ_P3031,107
MW-23SF-R7P5-TYKQ,"23","28",ALZ_P2425,22
MW-23SF-JPWY-UM5L,"36","7",ALZ_Story_Activity,32
MW-23SF-JPWY-UM5L,"36","8",ALZ_P2021,71
MW-23SF-R7P5-TYKQ,"23","30",ALZ_P2627,85
MW-23SF-JPWY-UM5L,"36","9",ALZ_Story_Activity,25
MW-23SF-JPWY-UM5L,"36","10",ALZ_P3031,48
MW-23SF-JPWY-UM5L,"36","11",ALZ_Story_Activity,1
MW-23SF-R7P5-TYKQ,"23","32",ALZ_P2829,24
MW-23SF-R7P5-TYKQ,"23","34",ALZ_P3031,146
MW-23SF-6N99-C81M,"43","3",ALZ_Story_Activity,30
MW-23SF-6N99-C81M,"43","5",ALZ_Story_Activity,29
MW-23SF-M9J8-SJ6J,"33","3",ALZ_Story_Activity,56
MW-23SF-6N99-C81M,"43","6",ALZ_P0001,65
MW-23SF-6N99-C81M,"43","7",ALZ_Story_Activity,40
MW-23SF-R7P5-TYKQ,"23","36",ALZ_P2223,54
MW-23SF-M9J8-SJ6J,"33","5",ALZ_Story_Activity,10
MW-23SF-M9J8-SJ6J,"33","7",ALZ_Story_Activity,88
MW-23SF-6N99-C81M,"43","8",ALZ_P0809,120
MW-23SF-M9J8-SJ6J,"33","8",ALZ_P3031,28
MW-23SF-M9J8-SJ6J,"33","9",ALZ_Story_Activity,131
MW-23SF-6N99-C81M,"43","9",ALZ_Story_Activity,25
MW-23SF-R7P5-TYKQ,"23","38",ALZ_P3031,5
MW-23SF-R7P5-TYKQ,"23","39",ALZ_Story_Activity,59
MW-23SF-6N99-C81M,"43","10",ALZ_P0203,90
MW-23SF-R7P5-TYKQ,"23","40",ALZ_P2223,59
MW-23SF-387R-AL14,"33","3",ALZ_Story_Activity,35
MW-23SF-M9J8-SJ6J,"33","10",ALZ_P1819,13
MW-23SF-6N99-C81M,"43","11",ALZ_Story_Activity,29
MW-23SF-M9J8-SJ6J,"33","11",ALZ_Story_Activity,19
MW-23SF-M9J8-SJ6J,"33","12",ALZ_P3031,19
MW-23SF-6N99-C81M,"43","12",ALZ_P0405,72
MW-23SF-M9J8-SJ6J,"33","13",ALZ_Story_Activity,61
MW-23SF-387R-AL14,"34","3",ALZ_Story_Activity,24
MW-23SF-3877-HK9Y,"22","3",ALZ_Story_Activity,38
MW-23SF-3877-HK9Y,"22","4",ALZ_P0001,75
MW-23SF-6N99-C81M,"43","13",ALZ_Story_Activity,47
MW-23SF-3877-HK9Y,"22","6",ALZ_P0203,84
MW-23SF-3877-HK9Y,"22","8",ALZ_P0405,84
MW-23SF-Y316-I12N,"32","5",ALZ_Story_Activity,125
MW-23SF-Y316-I12N,"32","6",ALZ_P0405,74
MW-23SF-3877-HK9Y,"22","10",ALZ_P1213,99
MW-23SF-Y316-I12N,"32","7",ALZ_Story_Activity,460
MW-23SF-3877-HK9Y,"22","12",ALZ_P1415,139
MW-23SF-LNGG-CJZX,"28","3",ALZ_Story_Activity,21
MW-23SF-LNGG-CJZX,"28","4",ALZ_P0001,31
MW-23SF-LNGG-CJZX,"28","5",ALZ_Story_Activity,235
MW-23SF-3877-HK9Y,"22","14",ALZ_P1617,115
MW-23SF-3877-HK9Y,"22","16",ALZ_P1819,63
MW-23SF-LNGG-CJZX,"28","6",ALZ_P1819,115
MW-23SF-3877-HK9Y,"22","18",ALZ_P2021,69
MW-23SF-Y316-I12N,"32","8",ALZ_P3031,161
MW-23SF-WY3P-F1ML,"20","3",ALZ_Story_Activity,36
MW-23SF-LNGG-CJZX,"28","7",ALZ_Story_Activity,165
MW-23SF-WY3P-F1ML,"20","4",ALZ_P0001,72
MW-23SF-3877-HK9Y,"22","20",ALZ_P2223,106
MW-23SF-WY3P-F1ML,"20","5",ALZ_Story_Activity,32
MW-23SF-WY3P-F1ML,"20","6",ALZ_P0203,89
MW-23SF-Y316-I12N,"32","9",ALZ_Story_Activity,27
MW-23SF-LNGG-CJZX,"28","8",ALZ_P3031,2
MW-23SF-LNGG-CJZX,"28","9",ALZ_Story_Activity,0
MW-23SF-WY3P-F1ML,"20","7",ALZ_Story_Activity,28
MW-23SF-WY3P-F1ML,"20","8",ALZ_P0405,103
MW-23SF-8Q8X-HN26,"32","3",ALZ_Story_Activity,44
MW-23SF-WY3P-F1ML,"20","9",ALZ_Story_Activity,28
MW-23SF-WY3P-F1ML,"20","10",ALZ_P0607,134
MW-23SF-8Q8X-HN26,"33","3",ALZ_Story_Activity,39
MW-23SF-8Q8X-HN26,"33","4",ALZ_P0001,140
MW-23SF-WY3P-F1ML,"20","11",ALZ_Story_Activity,73
MW-23SF-4LY8-UGL4,"20","4",ALZ_P1617,46
MW-23SF-4LY8-UGL4,"20","5",ALZ_Story_Activity,12
MW-23SF-8Q8X-HN26,"33","5",ALZ_Story_Activity,17
MW-23SF-WY3P-F1ML,"20","12",ALZ_P1011,164
MW-23SF-8Q8X-HN26,"33","6",ALZ_P0809,56
MW-23SF-8Q8X-HN26,"33","7",ALZ_Story_Activity,82
MW-23SF-7YWP-F2KN,"28","3",ALZ_Story_Activity,37
MW-23SF-8Q8X-HN26,"33","8",ALZ_P1415,62
MW-23SF-7YWP-F2KN,"28","4",ALZ_P0001,88
MW-23SF-WY3P-F1ML,"20","13",ALZ_Story_Activity,64
