activity_id,action,action_data,Wand Count,Event Count,Events/Wand
ALZ_P0405,activity_sequence,"{""s"":""seq_SuperKillSwitch""}",88,123,1.398
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w01_this""}",10,16,1.60
ALZ_P0405,activity_question_set,"{""qs"":""set_pointableExit""}",88,122,1.386
ALZ_P0405,activity_question_set,"{""qs"":""set_intro""}",87,121,1.391
ALZ_P0405,activity_sequence,"{""s"":""seq_ui_letsplay""}",87,121,1.391
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w05_me""}",10,13,1.30
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w06_said""}",9,15,1.67
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w07_buzz""}",9,14,1.56
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w08_and""}",9,13,1.44
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w09_i""}",4,8,2.00
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w10_made""}",8,12,1.50
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w11_us""}",6,15,2.50
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w12_a""}",3,11,3.67
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w13_cool""}",5,7,1.40
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w14_fort""}",4,5,1.25
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w15_and""}",9,13,1.44
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w16_heres""}",7,8,1.14
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w17_an""}",6,8,1.33
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w18_alien""}",6,7,1.17
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w19_riding""}",6,8,1.33
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w20_on""}",9,11,1.22
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w21_his""}",4,6,1.50
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w22_awesome""}",7,11,1.57
ALZ_P0607,activity_inference,"{""l"":""alz_p0607_txt_w23_solidgold""}",7,11,1.57
ALZ_P0405,activity_sequence,"{""s"":""seq_ui_sfx_pageexit""}",87,121,1.391
ALZ_P0203,activity_inference,"{""l"":""alz_p0203_obj_buzz2""}",85,353,4.153
ALZ_P3031,activity_iap,"{""ts"":""timers_FlippingPages_IAPs"",""ti"":0}",85,177,2.082
ALZ_P0607,activity_sequence,"{""s"":""seq_ui_led_pointable_beamidle""}",84,1130,13.452
ALZ_P0607,activity_inference_start,"{""m"":""alz_p0607""}",84,537,6.393
ALZ_P0607,activity_input,"{""i"":""input_pointables""}",84,537,6.393
ALZ_P0607,activity_question,"{""q"":""menu"",""vg"":""""}",84,525,6.250
ALZ_P0607,activity_question_set,"{""qs"":""set_pointables""}",84,328,3.905
ALZ_P0405,activity_back_button,,84,120,1.429
ALZ_P0405,activity_question,"{""q"":""switcher"",""vg"":""""}",84,118,1.405
ALZ_P0405,activity_question_set,"{""qs"":""set_sb""}",84,118,1.405
ALZ_P0001,activity_question,"{""q"":""s02_q01"",""vg"":""""}",83,176,2.120
ALZ_P0001,activity_question_set,"{""qs"":""set_WaveToFlyGuy""}",83,176,2.120
ALZ_P0001,activity_sequence,"{""s"":""seq_ui_sfx_semicorrect""}",83,139,1.675
ALZ_P0405,activity_input,"{""i"":""input_large""}",83,114,1.373
ALZ_P0203,activity_sequence,"{""s"":""seq_Wait_600ms""}",82,994,12.122
ALZ_Story_Activity,activity_sequence,"{""s"":""seq_ui_sfx_spread_iap""}",82,212,2.585
ALZ_P0203,activity_question,"{""q"":""s01_q01"",""vg"":""""}",82,170,2.073
ALZ_P0203,activity_question_set,"{""qs"":""set_BuzzLinkedPlayable""}",82,170,2.073
VFB_Story_Activity,activity_sequence,"{""s"":""seq_ui_pagescanned_nudge4a""}",137,2220,16.204
ALZ_P0203,activity_sequence,"{""s"":""seq_p0203_a1_intro""}",82,170,2.073
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_a1_s01_q01_iap0b""}",3,8,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_a1_s01_q01_iap1""}",3,4,
ALZ_P0203,activity_sequence,"{""s"":""seq_ui_sfx_linkedplayableenter""}",82,169,2.061
ALZ_P0203,activity_sequence,"{""s"":""seq_p0203_a1_s01_q01_prompt""}",82,166,2.024
EAT_Story_Activity,activity_sequence,"{""s"":""seq_story_p0405""}",136,337,2.478
EAT_Story_Activity,activity_sequence,"{""s"":""seq_story_p2021""}",135,371,2.748
EAT_Story_Activity,activity_sequence,"{""s"":""seq_story_p0607""}",134,320,2.388
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_a2_s01_q01_iap1""}",3,3,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_a2_s01_q01_iap2""}",1,1,
EAT_Story_Activity,activity_sequence,"{""s"":""seq_story_p1819""}",134,415,3.097
WRD_Story_Activity,activity_sequence,"{""s"":""seq_story_p0405""}",134,248,1.851
WRD_Story_Activity,activity_sequence,"{""s"":""seq_story_p0607""}",133,268,2.015
VFB_Story_Activity,activity_sequence,"{""s"":""seq_story_p0607""}",132,233,1.765
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_a2_s01_q03_iap1""}",1,1,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_a2_s01_q03_iap2""}",1,1,
VFB_Story_Activity,activity_sequence,"{""s"":""seq_story_p0809""}",132,249,1.886
VFB_Story_Activity,activity_sequence,"{""s"":""seq_ui_led_pointable_gentlepulseidle""}",132,582,4.409
ALZ_P3031,activity_iap,"{""ts"":""timers_pointableModeIAPs"",""ti"":0}",82,141,1.720
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_iap2""}",5,6,
WRD_Story_Activity,activity_sequence,"{""s"":""seq_story_p0809""}",131,249,1.901
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_intro2""}",7,9,
ALZ_P0405,activity_iap,"{""ts"":""timers_pointableModeIntro_IAPs"",""ti"":0}",82,113,1.378
WRD_Story_Activity,activity_sequence,"{""s"":""seq_story_p1011""}",130,310,2.385
RRR_Story_Activity,activity_sequence,"{""s"":""seq_BlankSequence""}",127,3380,26.614
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w01_this""}",10,16,
RRR_Story_Activity,activity_sequence,"{""s"":""seq_SuperKillSwitch""}",127,6325,49.803
RRR_Story_Activity,activity_sequence,"{""s"":""seq_ui_led_spreaddetection_beamidle""}",127,7025,55.315
VFB_Story_Activity,activity_sequence,"{""s"":""seq_ui_makeachoice_nudge2""}",127,224,1.764
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w05_me""}",10,13,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w06_said""}",9,15,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w07_buzz""}",9,14,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w08_and""}",9,13,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w09_i""}",4,8,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w10_made""}",8,12,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w11_us""}",6,15,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w12_a""}",3,11,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w13_cool""}",5,7,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w14_fort""}",4,5,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w15_and""}",9,13,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w16_heres""}",7,8,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w17_an""}",6,8,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w18_alien""}",6,7,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w19_riding""}",6,8,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w20_on""}",9,11,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w21_his""}",4,6,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w22_awesome""}",7,11,
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_txt_w23_solidgold""}",7,11,
ALZ_P0001,activity_sequence,"{""s"":""seq_p0001_a1_s02_q01_intro1""}",82,107,1.305
ALZ_P0001,activity_sequence,"{""s"":""seq_p0001_a1_s02_q01_prompt1""}",82,107,1.305
ALZ_P0607,activity_sequence,"{""s"":""seq_ui_sfx_hover""}",81,807,9.963
RRR_Story_Activity,activity_sequence,"{""s"":""seq_ui_sfx_storyselected""}",126,2588,20.540
RRR_Story_Activity,activity_sequence,"{""s"":""seq_ui_pagescanned_nudge1a""}",125,993,7.944
ALZ_Story_Activity,activity_sequence,"{""s"":""seq_ui_makeachoice_iap1""}",81,178,2.198
ALZ_Story_Activity,activity_sequence,"{""s"":""seq_ui_pagescanned_nudge2b""}",81,168,2.074
VFB_Story_Activity,activity_sequence,"{""s"":""seq_story_p1415""}",123,226,1.837
ALZ_P0203,activity_input,"{""i"":""input_poster""}",81,161,1.988
ALZ_P3031,activity_sequence,"{""s"":""seq_p3031_a1_s01_q04_wa_aliens""}",80,252,3.150
GSG_P1011,activity_sequence,"{""s"":""seq_P1011_PnT_Title_IAP3""}",122,403,3.303
RRR_Story_Activity,activity_sequence,"{""s"":""seq_ui_bookselected_prompt""}",122,408,3.344
RRR_Story_Activity,activity_sequence,"{""s"":""seq_ui_spreadselection_nudge1""}",122,1015,8.320
VFB_Story_Activity,activity_sequence,"{""s"":""seq_story_p1213""}",122,229,1.877
ALZ_P0001,activity_sequence,"{""s"":""seq_ui_hoverreminder4""}",80,98,1.225
ALZ_P0405,activity_sequence,"{""s"":""seq_ui_led_pointable_beamidle""}",79,595,7.532
ALZ_Story_Activity,activity_sequence,"{""s"":""seq_ui_sb_menu_nudge1""}",79,115,1.456
EAT_Story_Activity,activity_sequence,"{""s"":""seq_story_p1213""}",121,231,1.909
EAT_Story_Activity,activity_sequence,"{""s"":""seq_story_p2425""}",120,249,2.075
GSG_P1011,activity_sequence,"{""s"":""seq_P1011_A1_Exit""}",120,359,2.992
RRR_Story_Activity,activity_sequence,"{""s"":""seq_ui_sfx_pageenter""}",120,721,6.008
VFB_Story_Activity,activity_sequence,"{""s"":""seq_story_p1617""}",120,203,1.692
RRR_Story_Activity,activity_sequence,"{""s"":""seq_ui_makeachoice_nudge1""}",119,268,2.252
WRD_Story_Activity,activity_sequence,"{""s"":""seq_story_p3233""}",119,245,2.059
ALZ_P0607,wand_activity_end,"{""act"":""ALZ_P0607"", ""ver"": 48, ""dev"": false}",97,150,
ALZ_P0607,wand_activity_start,"{""act"":""ALZ_P0607"", ""ver"": 48, ""dev"": false}",98,152,
ALZ_P0405,activity_inference_start,"{""m"":""alz_p0405""}",78,319,4.090
ALZ_P0405,activity_input,"{""i"":""input_pointables""}",78,319,4.090
ALZ_P0405,activity_question,"{""q"":""menu"",""vg"":""""}",78,309,3.962
ALZ_P0405,activity_question_set,"{""qs"":""set_pointables""}",78,196,2.513
ALZ_P0203,activity_sequence,"{""s"":""seq_p0203_a1_s01_q02_prompt""}",77,140,1.818
ALZ_P0809,activity_iap,"{""ts"":""timers_activityIAPs"",""ti"":1}",4,4,
ALZ_P0809,activity_iap,"{""ts"":""timers_activityIAPs"",""ti"":2}",3,3,
ALZ_P0203,activity_question,"{""q"":""s01_q02"",""vg"":""""}",77,137,1.779
ALZ_Story_Activity,activity_sequence,"{""s"":""seq_bg_music_p0607""}",77,134,1.740
ALZ_P0809,activity_iap,"{""ts"":""timers_pointableModeIAPs"",""ti"":2}",6,6,
ALZ_P0809,activity_iap,"{""ts"":""timers_pointableModeIAPs"",""ti"":3}",2,2,
ALZ_P1819,activity_sequence,"{""s"":""seq_BlankSequence""}",76,641,8.434
ALZ_P3031,activity_sequence,"{""s"":""seq_Wait_2000ms""}",76,359,4.724
ALZ_P1819,activity_question,"{""q"":""q01"",""vg"":""""}",76,297,3.908
ALZ_P3031,activity_iap,"{""ts"":""timers_activityIAPs"",""ti"":0}",76,165,2.171
ALZ_P1819,activity_sequence,"{""s"":""seq_ui_letsplay""}",76,115,1.513
ALZ_P1819,activity_question_set,"{""qs"":""set_intro""}",76,115,1.513
ALZ_P0405,activity_iap,"{""ts"":""timers_pointableModeIntro_IAPs"",""ti"":1}",76,103,1.355
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w01_buzz""}",7,7,1.00
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w02_set""}",6,6,1.00
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w03_up""}",4,5,1.25
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w04_the""}",4,4,1.00
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w05_camera""}",4,4,1.00
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w06_and""}",3,3,1.00
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w07_said""}",5,7,1.40
ALZ_P1819,activity_answer,"{""a"":""input_auto""}",75,292,3.893
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w09_on""}",5,5,1.00
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w10_the""}",3,3,1.00
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w11_set""}",4,5,1.25
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w12_and""}",5,6,1.20
ALZ_P1819,activity_input,"{""i"":""input_auto""}",75,292,3.893
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w14_then""}",5,7,1.40
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w15_he""}",5,7,1.40
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w16_started""}",6,6,1.00
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w17_telling""}",10,13,1.30
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w18_a""}",5,6,1.20
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w19_story""}",8,17,2.13
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w20_scene""}",5,5,1.00
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w21_1""}",2,2,1.00
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w22_one""}",10,17,1.70
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w23_day""}",6,9,1.50
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w24_in""}",4,5,1.25
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w25_the""}",5,5,1.00
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w26_future""}",3,3,1.00
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w27_said""}",6,7,1.17
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w28_buzz""}",5,9,1.80
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w29_fly""}",4,6,1.50
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w30_guy""}",6,8,1.33
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w31_and""}",5,5,1.00
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w32_buzz""}",7,7,1.00
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w33_boy""}",5,5,1.00
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w34_were""}",9,10,1.11
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w35_flying""}",6,12,2.00
ALZ_P0809,activity_inference,"{""l"":""alz_p0809_txt_w36_around""}",9,12,1.33
ALZ_P1819,activity_sequence,"{""s"":""seq_SuperKillSwitch""}",75,115,1.533
ALZ_P1819,activity_sequence,"{""s"":""seq_ui_sfx_smallbutton""}",75,115,1.533
ALZ_P0607,activity_iap,"{""ts"":""timers_pointableModeIntro_IAPs"",""ti"":1}",75,113,1.507
ALZ_P1819,activity_sequence,"{""s"":""seq_ui_sfx_pageexit""}",75,113,1.507
ALZ_P1819,activity_question_set,"{""qs"":""set_pointableExit""}",75,113,1.507
ALZ_P1819,activity_back_button,,75,112,1.493
ALZ_P1819,activity_question,"{""q"":""switcher"",""vg"":""""}",75,110,1.467
ALZ_P1819,activity_question_set,"{""qs"":""set_sb""}",75,110,1.467
ALZ_P0203,activity_sequence,"{""s"":""seq_p0203_intro1""}",75,101,1.347
ALZ_P0203,activity_sequence,"{""s"":""seq_ui_sfx_positiveinput""}",74,228,3.081
ALZ_Story_Activity,activity_iap,"{""ts"":""timers_spreadSelection_IAPs"",""ti"":2}",74,128,1.730
ALZ_P0809,activity_question,"{""q"":""q01"",""vg"":""""}",73,224,3.068
ALZ_P0203,activity_sequence,"{""s"":""seq_ui_hoverreminder3""}",73,97,1.329
ALZ_P0809,activity_sequence,"{""s"":""seq_BlankSequence""}",72,524,7.278
ALZ_P0809,activity_answer,"{""a"":""input_auto""}",72,222,3.083
ALZ_P0809,activity_input,"{""i"":""input_auto""}",72,222,3.083
ALZ_P3031,activity_inference,"{""l"":""alz_p1617_obj_mad_aliens""}",72,180,2.500
ALZ_P0203,activity_input,"{""i"":""input_phone""}",72,132,1.833
ALZ_P0607,activity_sequence,"{""s"":""seq_p0607_intro1""}",72,102,1.417
ALZ_P0809,activity_sequence,"{""s"":""seq_SuperKillSwitch""}",72,97,1.347
ALZ_P0809,activity_sequence,"{""s"":""seq_ui_sfx_smallbutton""}",72,97,1.347
ALZ_P0809,activity_question_set,"{""qs"":""set_intro""}",72,95,1.319
ALZ_P0809,activity_question_set,"{""qs"":""set_pointableExit""}",72,95,1.319
ALZ_P0809,activity_sequence,"{""s"":""seq_ui_letsplay""}",72,95,1.319
ALZ_P0405,activity_sequence,"{""s"":""seq_ui_sfx_hover""}",71,409,5.761
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_a1_s01_q01_iap1""}",10,15,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_a1_s01_q01_iap2""}",4,4,
EAT_Story_Activity,activity_sequence,"{""s"":""seq_story_p1617""}",117,197,1.684
VFB_Story_Activity,activity_sequence,"{""s"":""seq_story_p1011""}",116,186,1.603
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_a1_s01_q01_wa_words_left_page""}",5,5,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_a1_s01_q02_iap1""}",3,3,
VFB_Story_Activity,activity_sequence,"{""s"":""seq_story_p1819""}",116,211,1.819
ALZ_P0203,activity_answer,"{""a"":""input_large""}",71,131,1.845
WRD_Story_Activity,activity_sequence,"{""s"":""seq_ui_pagescanned_nudge4b""}",115,702,6.104
ALZ_Story_Activity,activity_sequence,"{""s"":""seq_bg_music_p1011""}",71,111,1.563
RRR_Story_Activity,activity_sequence,"{""s"":""seq_ui_pagescanned_nudge2a""}",114,894,7.842
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_a1_s02_q01_iap1""}",5,6,
RRR_Story_Activity,activity_sequence,"{""s"":""seq_ui_sfx_pageexit_short""}",114,2051,17.991
RRR_Story_Activity,activity_sequence,"{""s"":""seq_ui_sfx_sb_spread""}",114,2068,18.140
RRR_Story_Activity,activity_sequence,"{""s"":""seq_ui_spreadselection_nudge2""}",113,866,7.664
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_a1_s02_q01_wa_words_left_page""}",3,10,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_a1_s02_q01_wa_words_right_page""}",3,4,
ALZ_P0809,activity_back_button,,71,95,1.338
WRD_Story_Activity,activity_sequence,"{""s"":""seq_story_p2425""}",112,220,1.964
EAT_Story_Activity,activity_sequence,"{""s"":""seq_story_p1415""}",111,213,1.919
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_iap2""}",6,6,
RRR_Story_Activity,activity_sequence,"{""s"":""seq_ui_sfx_sb_menuenter""}",111,397,3.577
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_intro2""}",2,2,
VFB_Story_Activity,activity_sequence,"{""s"":""seq_story_p2223""}",110,154,1.400
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_obj_fly_guy_2""}",4,8,
WRD_Story_Activity,activity_sequence,"{""s"":""seq_story_p1617""}",110,164,1.491
WRD_Story_Activity,activity_sequence,"{""s"":""seq_story_p1213""}",109,159,1.459
RRR_Story_Activity,activity_sequence,"{""s"":""seq_sb_menu_diffbook_prompt""}",108,578,5.352
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_obj_puppets3""}",4,7,
RRR_Story_Activity,activity_sequence,"{""s"":""seq_story_p0203""}",108,222,2.056
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w01_buzz""}",7,7,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w02_set""}",5,5,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w03_up""}",4,5,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w04_thethuh""}",4,4,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w05_camera""}",4,4,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w06_and""}",3,3,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w07_said""}",5,7,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w08_quiet""}",6,9,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w09_on""}",5,5,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w10_thethuh""}",3,3,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w11_set""}",4,5,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w12_and""}",5,6,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w13_action""}",10,11,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w14_then""}",5,7,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w15_he""}",5,6,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w16_started""}",6,6,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w17_telling""}",8,11,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w18_a""}",5,6,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w19_story""}",7,16,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w20_scene""}",5,5,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w21_one""}",2,2,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w22_one""}",9,16,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w23_day""}",6,9,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w24_in""}",4,5,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w25_thethuh""}",5,5,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w26_future""}",3,3,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w27_said""}",5,6,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w28_buzz""}",5,9,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w29_fly""}",4,6,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w30_guy""}",6,8,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w31_and""}",5,5,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w32_buzz""}",7,7,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w33_boy""}",5,5,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w34_were""}",8,9,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w35_flying""}",5,11,
ALZ_P0809,activity_sequence,"{""s"":""seq_p0809_txt_w36_around""}",8,11,
BookSelection,activity_sequence,"{""s"":""seq_UI_BookDetected_MTH""}",107,196,1.832
EAT_Story_Activity,activity_sequence,"{""s"":""seq_sb_menu_diffpage_prompt""}",107,400,3.738
EAT_Story_Activity,activity_sequence,"{""s"":""seq_ui_sfx_sb_menuoption""}",107,830,7.757
ALZ_P0809,activity_sequence,"{""s"":""seq_ui_hint3""}",9,9,
ALZ_P0809,activity_sequence,"{""s"":""seq_ui_sfx_pageexit""}",71,94,1.324
RRR_Story_Activity,activity_sequence,"{""s"":""seq_ui_pagescanned_nudge3a""}",106,773,7.292
VFB_Story_Activity,activity_sequence,"{""s"":""seq_story_p2021""}",106,163,1.538
ALZ_P0809,activity_question,"{""q"":""switcher"",""vg"":""""}",71,93,1.310
EAT_Story_Activity,activity_sequence,"{""s"":""seq_story_p2223""}",105,185,1.762
EAT_Story_Activity,activity_sequence,"{""s"":""seq_story_p2627""}",105,204,1.943
RRR_Story_Activity,activity_sequence,"{""s"":""seq_ui_led_pointable_gentlepulseidle""}",105,498,4.743
EAT_Story_Activity,activity_sequence,"{""s"":""seq_sb_menu_diffbook_response""}",104,261,2.510
ALZ_P0809,activity_sequence,"{""s"":""seq_ui_lifeline1""}",10,10,
RRR_Story_Activity,activity_sequence,"{""s"":""seq_ui_spreadselection_nudge3""}",104,754,7.250
ALZ_P0809,activity_sequence,"{""s"":""seq_ui_lifeline3""}",6,7,
BookSelection,activity_sequence,"{""s"":""seq_UI_BookDetected_LBB""}",103,209,2.029
EAT_Story_Activity,activity_sequence,"{""s"":""seq_ui_sfx_spreadDetectionInterrupt""}",103,342,3.320
RRR_Story_Activity,activity_sequence,"{""s"":""seq_ui_makeachoice_nudge2""}",103,194,1.883
ALZ_P0809,activity_sequence,"{""s"":""seq_ui_sfx_interrupt""}",9,9,
ALZ_P0809,activity_question_set,"{""qs"":""set_sb""}",71,93,1.310
EAT_Story_Activity,activity_sequence,"{""s"":""seq_story_p2829""}",102,176,1.725
VFB_Story_Activity,activity_sequence,"{""s"":""seq_story_p2829""}",102,148,1.451
WRD_Story_Activity,activity_sequence,"{""s"":""seq_story_p1415""}",102,135,1.324
RRR_Story_Activity,activity_sequence,"{""s"":""seq_ui_makeachoice_nudge3""}",101,1644,16.277
VFB_Story_Activity,activity_sequence,"{""s"":""seq_sb_menu_diffbook_response""}",101,206,2.040
VFB_Story_Activity,activity_sequence,"{""s"":""seq_story_p2425""}",100,156,1.560
ALZ_P0607,activity_sequence,"{""s"":""seq_ui_hoverreminder2""}",70,106,1.514
ALZ_P0809,wand_activity_end,"{""act"":""ALZ_P0809"", ""ver"": 48, ""dev"": false}",71,94,
ALZ_P0809,wand_activity_start,"{""act"":""ALZ_P0809"", ""ver"": 48, ""dev"": false}",72,95,
ALZ_P0001,activity_sequence,"{""s"":""seq_p0001_a1_s01_q02_intro_2""}",70,87,1.243
ALZ_P1415,activity_sequence,"{""s"":""seq_BlankSequence""}",69,581,8.420
ALZ_P1415,activity_question,"{""q"":""q01"",""vg"":""""}",69,232,3.362
ALZ_P1415,activity_answer,"{""a"":""input_auto""}",69,231,3.348
ALZ_P1415,activity_input,"{""i"":""input_auto""}",69,231,3.348
ALZ_P1415,activity_sequence,"{""s"":""seq_ui_sfx_smallbutton""}",69,90,1.304
ALZ_P1011,activity_iap,"{""ts"":""timers_activityIAPs_s02_q01"",""ti"":0}",10,11,
